college_name,rating,location,courses_offered,tution_fee,exams_accepted,highest_package
Thadomal Shahani Engineering College,2.5,MAHARASHTRA,B.Tech / B.E.,"₹5,67,000",Maharashtra CET,
Sri Krishna College of Technology,4.6,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,
LNM Institute of Information Technology,3.5,RAJASTHAN,B.Tech / B.E.,"₹10,00,000",JEE Main,
Symbiosis Institute of Technology [SIT],5,MAHARASHTRA,B.Tech / B.E.,"₹9,15,000","JEE Main, Maharashtra CET",37
SA Engineering College,3.8,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,12
PSNA College of Engineering and Technology - PSNACET,3.6,TAMIL NADU,B.Tech / B.E.,"₹3,00,000",TNEA,
Sri Sairam Institute of Technology,4.2,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,
BVRIT Hyderabad College of Engineering for Women,3.9,TELANGANA,B.Tech / B.E.,"₹6,00,000",AP EAMCET,10
IPS Academy,4.1,MADHYA PRADESH,B.Tech / B.E.,"₹4,20,000",PET Madhya Pradesh,12
Amity University - Gwalior,4.2,MADHYA PRADESH,B.Tech / B.E.,"₹7,52,000","JEE Advanced, JEE Main, JEE Main",35
Pranveer Singh Institute of Technology,3.7,UTTAR PRADESH,B.Tech / B.E.,"₹3,16,000","UPSEE, JEE Main",
Amity University - Jaipur,4,RAJASTHAN,B.Tech / B.E.,"₹8,72,000",JEE Main,12
Indian Institute of Information Technology Bhagalpur,5,BIHAR,B.Tech / B.E.,"₹7,92,000",-,
Shobhit University,4.1,UTTAR PRADESH,B.Tech / B.E.,"₹4,20,000",JEE Main,8
NMAM Institute Of Technology,4.5,KARNATAKA,B.Tech / B.E.,Get Fee Details,JEE Main,
National Institute of Science and Technology,3.8,ODISHA,B.Tech / B.E.,"₹2,66,500",JEE Main,19
SRM University - Haryana,4.3,HARYANA,B.Tech / B.E.,"₹5,20,000","GGSIPU CET, JEE Main, SRMJEEE",10
Maharaja Agrasen Institute of Technology (MAIT),4,DELHI NCR,B.Tech / B.E.,"₹7,44,000",JEE Main,12
East Point Group of Institutions,4,KARNATAKA,B.Tech / B.E.,"₹10,00,000",-,
University of Engineering & Management (UEM),3.8,WEST BENGAL,B.Tech / B.E.,"₹6,46,500",JEE Main,16
Annamalai University,4,TAMIL NADU,B.Tech / B.E.,Get Fee Details,-,
MIT World Peace University - MIT WPU,4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,19,000",JEE Main,44
Ganga Institute of Technology & Management,4.5,HARYANA,B.Tech / B.E.,"₹2,80,000",-,5
Rungta College of Engineering and Technology (RCET),4,CHATTISGARH,B.Tech / B.E.,"₹1,78,000","CG PET, JEE Main",48
Atharva College of Engineering,4,MAHARASHTRA,B.Tech / B.E.,"₹3,75,000",Maharashtra CET,4
Terna Engineering College,4.3,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,"JEE Main, Maharashtra CET",6
World College of Technology and Management (WCTM),4,HARYANA,B.Tech / B.E.,Get Fee Details,JEE Main,21
MGM's College of Engineering & Technology (MGMCET),3.5,MAHARASHTRA,B.Tech / B.E.,"₹3,93,500","JEE Main,",8
Datta Meghe College of Engineering,3.8,MAHARASHTRA,B.Tech / B.E.,"₹3,66,000","JEE Main, Maharashtra CET",10
Sir M Visvesvaraya Institute of Technology(MVIT),4,KARNATAKA,B.Tech / B.E.,"₹3,63,500","COMEDK UGET, KCET",27
Thakur College of Engineering & Technology (TCET),4,MAHARASHTRA,B.Tech / B.E.,"₹4,49,000","JEE Main, Maharashtra CET",
Haridwar University,3.1,UTTARAKHAND,B.Tech / B.E.,"₹2,53,000",-,
Shri Ramswaroop Memorial University,3.9,UTTAR PRADESH,B.Tech / B.E.,"₹2,95,500",-,30
Sanskriti University,4.4,UTTAR PRADESH,B.Tech / B.E.,"₹5,94,500",JEE Main,35
Don Bosco Institute of Technology - Bangalore (DBIT Bangalore),4.2,KARNATAKA,B.Tech / B.E.,"₹8,00,000","COMEDK UGET, KCET, JEE Main,",9
Indian Institute of Information Technology Design and Manufacturing (IIITDM) Kurnool,4,ANDHRA PRADESH,B.Tech / B.E.,"₹5,72,000",JEE Main,
PERI Institute of Technology,3,TAMIL NADU,B.Tech / B.E.,"₹1,60,000",TNEA,4
JK Lakshmipat University (JKLU),4.8,RAJASTHAN,B.Tech / B.E.,"₹7,85,000",JEE Main,20
Shivalik College Of Engineering,4.3,UTTARAKHAND,B.Tech / B.E.,"₹3,88,500","JEE Advanced, JEE Main, JEE Main",30
DY Patil College of Engineering (DYPCOE),4.4,MAHARASHTRA,B.Tech / B.E.,"₹5,36,000",Maharashtra CET,45
Poornima University,4.2,RAJASTHAN,B.Tech / B.E.,"₹6,04,500","JEE Main,",6
Shoolini University,3.5,HIMACHAL PRADESH,B.Tech / B.E.,Get Fee Details,JEE Main,
Sreyas Institute of Engineering and Technology,3.8,TELANGANA,B.Tech / B.E.,"₹3,04,500",-,
Dayananda Sagar Academy of Technology & Management (DSATM),3.8,KARNATAKA,B.Tech / B.E.,"₹8,80,000",KCET,19
Sphoorthy Engineering College,3.4,TELANGANA,B.Tech / B.E.,"₹2,20,000",AP EAMCET,
RV College of Engineering,4.2,KARNATAKA,B.Tech / B.E.,Get Fee Details,KCET,62
PES University,4,KARNATAKA,B.Tech / B.E.,"₹16,25,500","KCET, JEE Main",65
Siddaganga Institute of Technology,3.6,KARNATAKA,B.Tech / B.E.,"₹3,06,000",KCET,50
Nutan Maharashtra Institute of Engineering and Technology,4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,Maharashtra CET,
Jaipur Institute of Engineering & Management,4.2,RAJASTHAN,B.Tech / B.E.,Get Fee Details,RPET,
Sanjivani Rural Education Society's College of Engineering,3.2,MAHARASHTRA,B.Tech / B.E.,"₹3,94,000",Maharashtra CET,
MVJ College of Engineering (MVJCE),3.9,KARNATAKA,B.Tech / B.E.,"₹9,23,000","COMEDK UGET, KCET,",7
Asansol Engineering College,3.8,WEST BENGAL,B.Tech / B.E.,Get Fee Details,WBJEE,
Rajshree Institute of Management and Technology (RIMT),3.3,UTTAR PRADESH,B.Tech / B.E.,"₹2,19,000",UPSEE,
Indrashil University,3,GUJARAT,B.Tech / B.E.,"₹4,11,500",GUJCET,
Kanpur Institute of Technology,4.7,UTTAR PRADESH,B.Tech / B.E.,"₹2,96,000",-,
Quantum University,3.7,UTTARAKHAND,B.Tech / B.E.,"₹4,36,500","JEE Main, UK SEE",10
MIT Academy of Engineering,4.4,MAHARASHTRA,B.Tech / B.E.,"₹6,63,000",Maharashtra CET,10
Tulas Institute,4.3,UTTARAKHAND,B.Tech / B.E.,Get Fee Details,"UK SEE, JEE Main",36
Medi-Caps University,3.8,MADHYA PRADESH,B.Tech / B.E.,"₹5,66,500","PET Madhya Pradesh, JEE Main",5
IIMT Group of Colleges,2.5,UTTAR PRADESH,B.Tech / B.E.,"₹4,57,000",-,
ICFAI University,3.9,UTTARAKHAND,B.Tech / B.E.,"₹4,80,000",", JEE Main",10
MS Engineering College,4.5,KARNATAKA,B.Tech / B.E.,"₹5,00,000",JEE Main,54
SNS College of Engineering,4.1,TAMIL NADU,B.Tech / B.E.,"₹1,20,000",TNEA,7
Methodist College of Engineering & Technology,4,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Kongunadu College of Engineering and Technology,2.8,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,12
Nalla Malla Reddy Engineering College,4.2,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,14
Ideal Institute of Engineering,4.2,WEST BENGAL,B.Tech / B.E.,"₹4,90,000",JEE Main,4
Jagran Lakecity University,4.6,MADHYA PRADESH,B.Tech / B.E.,"₹3,96,500",JEE Main,8
KG Reddy College Of Engineering and Technology (UGC Autonomous),4.2,TELANGANA,B.Tech / B.E.,"₹3,01,000","JEE Main, TS EAMCET",10
JB Institute of Technology (JBIT),4.2,UTTARAKHAND,B.Tech / B.E.,"₹3,16,000",JEE Main,12
Holy Mary Institute of Technology and Science,3.3,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Vidyavardhaka College Of Engineering,4.2,KARNATAKA,B.Tech / B.E.,"₹1,76,500",-,
Poornima College of Engineering,4.4,RAJASTHAN,B.Tech / B.E.,"₹2,57,500","RPET, JEE Main",10
Vivekananda College of Engineering & Technology,5,KARNATAKA,B.Tech / B.E.,"₹4,26,500",-,
Integral University,4.3,UTTAR PRADESH,B.Tech / B.E.,"₹5,00,000",UPSEE,
SRK Institute of Technology,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,24,000",AP EAMCET,9
Chalapathi Institute of Engineering and Technology,3.6,ANDHRA PRADESH,B.Tech / B.E.,"₹2,10,000",AP EAMCET,10
Shri Ram Murti Smarak College of Engineering and Technology - SRMSCET,2,UTTAR PRADESH,B.Tech / B.E.,"₹4,72,500",UPSEE,
SJC Institute of Technology - SJCIT,3.3,KARNATAKA,B.Tech / B.E.,"₹3,86,000",-,
SRM University,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹10,10,000","JEE Main, SRMJEEE",42
IES Group of Institutions,4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000","JEE Main, PET Madhya Pradesh",50
STES Smt Kashibai Navale College of Engineering,4,MAHARASHTRA,B.Tech / B.E.,"₹4,18,000",JEE Main,3
Rungta College of Engineering and Technology,3.8,CHATTISGARH,B.Tech / B.E.,"₹3,00,000","CG PET, JEE Main",12
Aditya Institute of Technology and Management,3.3,ANDHRA PRADESH,B.Tech / B.E.,"₹2,69,500",AP EAMCET,
Aalim Muhammed Salegh College of Engineering,5,TAMIL NADU,B.Tech / B.E.,"₹2,12,000",TNEA,
The Oxford College of Engineering,3.2,KARNATAKA,B.Tech / B.E.,"₹9,00,000",JEE Main,12
Teerthanker Mahaveer University - TMU,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,58,000",JEE Main,12
Trinity College of Engineering & Research,4.4,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,"Maharashtra CET, JEE Main",
Guru Nanak Institute of Technology (GNIT),4.1,ANDHRA PRADESH,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Sree Dattha Institutions,5,TELANGANA,B.Tech / B.E.,"₹2,36,000",-,
Finolex Academy of Management & Technology,4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,25,000",Maharashtra CET,
SAL Institute of Technology & Engineering Research,4.5,GUJARAT,B.Tech / B.E.,Get Fee Details,GUJCET,21
Alvas Institute of Engineering and Technology,3.5,KARNATAKA,B.Tech / B.E.,Get Fee Details,COMEDK UGET,
Sankalchand Patel College of Engineering,4.2,GUJARAT,B.Tech / B.E.,"₹2,40,000",GUJCET,
Gopalan College of Engineering and Management (GCEM),4.3,KARNATAKA,B.Tech / B.E.,"₹5,54,000",JEE Main,
Amity University - Raipur,4.2,CHATTISGARH,B.Tech / B.E.,"₹4,58,500",-,
Gujarat Technological University,3.5,GUJARAT,B.Tech / B.E.,"₹1,60,000","GUJCET, JEE Main",
Indian Institute of Information Technology (IIIT Pune),4.2,MAHARASHTRA,B.Tech / B.E.,"₹7,20,000",JEE Main,
IIMT Group of Colleges,2.5,UTTAR PRADESH,B.Tech / B.E.,"₹4,57,000",-,
ATME College of Engineering,4.2,KARNATAKA,B.Tech / B.E.,Get Fee Details,KCET,7
Allenhouse Institute of Technology,3.3,UTTAR PRADESH,B.Tech / B.E.,"₹7,90,000",UPSEE,3
United College of Engineering & Research,3.6,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
Ajeenkya DY Patil University,3.3,MAHARASHTRA,B.Tech / B.E.,"₹8,75,000","Maharashtra CET, JEE Main",14
Bapatla Engineering College - BEC,3.9,ANDHRA PRADESH,B.Tech / B.E.,"₹3,00,000","AP EAMCET, JEE Main",8
Vijay College of Engineering for Women,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,49,000",-,
Baba Institute Of Technology And Sciences,4,ANDHRA PRADESH,B.Tech / B.E.,"₹1,72,000",-,
Aditya Engineering College,3.5,ANDHRA PRADESH,B.Tech / B.E.,"₹3,00,000",AP EAMCET,8
Gyan Ganga Institute of Technology & Science,4,MADHYA PRADESH,B.Tech / B.E.,Get Fee Details,-,
Lords Institute of Engineering & Technology,4.6,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
St Martin's Engineering College,3.8,TELANGANA,B.Tech / B.E.,"₹2,40,000",AP EAMCET,8
KK Wagh Institute of Engineering Education & Research,4.1,MAHARASHTRA,B.Tech / B.E.,"₹3,68,000",Maharashtra CET,10
New Horizon Institute of Technology and Management,4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,31,000",JEE Main,
University Institute of Engineering & Technology (UIET) - Kurukshetra,3,HARYANA,B.Tech / B.E.,Get Fee Details,-,
ITS Engineering College,4.3,UTTAR PRADESH,B.Tech / B.E.,"₹10,31,000",-,10
SNS College of Technology,4.3,TAMIL NADU,B.Tech / B.E.,"₹1,80,000",TNEA,12
ICFAI University - Tripura,3.3,TRIPURA,B.Tech / B.E.,"₹4,67,500",-,
Vishnu Institute of Technology,4,ANDHRA PRADESH,B.Tech / B.E.,Get Fee Details,AP EAMCET,
"Jaipur National University, Jaipur, Rajasthan",3.7,RAJASTHAN,B.Tech / B.E.,"₹4,36,000","RPET, JEE Main",7
Avantika University,5,MADHYA PRADESH,B.Tech / B.E.,"₹8,60,000",JEE Main,20
Vidya Vardhaka College of Engineering,4.2,KARNATAKA,B.Tech / B.E.,"₹10,00,000",KCET,10
Hindusthan College of Engineering and Technology (HCET),4.8,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,6
K Ramakrishnan College of Engineering,4,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,17
M Kumarasamy College of Engineering,4,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,6
Gandhi Institute For Technology (GIFT),4.2,ODISHA,B.Tech / B.E.,"₹2,44,500",OJEE,7
ITM University - Raipur,4.1,CHATTISGARH,B.Tech / B.E.,"₹3,40,000","JEE Main, CG PET",
ITM University - Gwalior (ITM-U),4.4,MADHYA PRADESH,B.Tech / B.E.,"₹5,80,500","JEE Main, PET Madhya Pradesh",6
Nehru Institute of Engineering and Technology,4.5,TAMIL NADU,B.Tech / B.E.,Get Fee Details,-,
Greater Noida Institute of Technology (GNIOT),3.9,UTTAR PRADESH,B.Tech / B.E.,"₹5,62,500","JEE Main, UPSEE",13
Khalsa College of Engineering & Technology,4,PUNJAB,B.Tech / B.E.,"₹4,35,000",JEE Main,6
Geetanjali Institute of Technical Studies (GITS),4.2,RAJASTHAN,B.Tech / B.E.,"₹3,50,000","JEE Main, RPET",
KSR College of Engineering,2.5,TAMIL NADU,B.Tech / B.E.,"₹2,20,000",TNEA,
Sri Manakula Vinayagar Engineering College,5,PUDUCHERRY,B.Tech / B.E.,"₹17,00,000",JEE Main,9
St Joseph's College of Engineering,3.5,TAMIL NADU,B.Tech / B.E.,"₹2,54,000",TNEA,12
Rathinam Technical Campus,4.8,TAMIL NADU,B.Tech / B.E.,"₹6,60,000",TNEA,9
JECRC University,4,RAJASTHAN,B.Tech / B.E.,"₹6,14,500",JEE Main,52
Padmashree Dr DY Patil Institute of Engineering and Technology,4.4,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
Srinivasa Ramanujan Institute of Technology,4.3,ANDHRA PRADESH,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Narasaraopeta Engineering College,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,88,000",AP EAMCET,4
Avanthi Institute of Engineering And Technology,4.3,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Erode Sengunthar Engineering College,3.7,TAMIL NADU,B.Tech / B.E.,"₹2,50,000",TNEA,9
Rajkiya Engineering College,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,22,500",Highest Package,
Ganpat University,3.8,GUJARAT,B.Tech / B.E.,"₹4,41,000",-,8
T John Institute of Technology (TJIT),3.6,KARNATAKA,B.Tech / B.E.,"₹5,25,000",KCET,30
Cambridge Institute of Technology (CIT),3.6,JHARKHAND,B.Tech / B.E.,"₹2,85,000",Highest Package,10
Annamacharya Institute of Technology & Sciences,3.2,ANDHRA PRADESH,B.Tech / B.E.,"₹2,96,000",AP EAMCET,
Loyola Institute of Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
JP College of Engineering,5,UTTAR PRADESH,B.Tech / B.E.,"₹3,20,000",JEE Main,6
G Pullaiah College of Engineering and Technology,3.9,ANDHRA PRADESH,B.Tech / B.E.,"₹1,92,000",-,
Vivekanandha Engineering College for Women,4.2,TAMIL NADU,B.Tech / B.E.,Get Fee Details,-,
Global Institute of Technology & Management,3.8,HARYANA,B.Tech / B.E.,Get Fee Details,JEE Main,32
Periyar Maniammai Institute of Science & Technology,2.2,TAMIL NADU,B.Tech / B.E.,"₹5,96,000",JEE Main,18
Guru Nanak Institute of Technology,4.3,TELANGANA,B.Tech / B.E.,Get Fee Details,-,
IFET College of Engineering,4,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Excel Engineering College,3.7,UTTAR PRADESH,B.Tech / B.E.,"₹2,11,000",TNEA,5
Mewar University,4.1,RAJASTHAN,B.Tech / B.E.,"₹4,92,000",JEE Main,20
Jeppiaar Institute of Technology,5,TAMIL NADU,B.Tech / B.E.,"₹2,11,000","JEE Main, TNEA",
Muthayammal Engineering College,4.1,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,
Mailam Engineering College,5,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
MCKV Institute of Engineering,4,WEST BENGAL,B.Tech / B.E.,"₹3,61,000","JEE Main, WBJEE",14
Teegala Krishna Reddy Engineering College,4.4,TELANGANA,B.Tech / B.E.,Get Fee Details,JEE Main,9
Lakireddy Bali Reddy College of Engineering,4.5,ANDHRA PRADESH,B.Tech / B.E.,"₹3,15,000",AP EAMCET,5
Sethu Institute of Technology,3.2,TAMIL NADU,B.Tech / B.E.,"₹87,000","JEE Main, TNEA",
St Josephs College of Engineering and Technology,4.2,KERALA,B.Tech / B.E.,Get Fee Details,JEE Main,
Christ The King Engineering College,4.2,TAMIL NADU,B.Tech / B.E.,Get Fee Details,-,
Meerut Institute of Engineering & Technology,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹4,51,000",JEE Main,
Velalar College of Engineering & Technology,4,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,10
Shri Ram Murti Smarak College of Engineering Technology & Research,4,UTTAR PRADESH,B.Tech / B.E.,"₹4,37,500","JEE Main, UPSEE",
Sengunthar Engineering College,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Sagar Institute of Science & Technology (SISTec),4.7,MADHYA PRADESH,B.Tech / B.E.,"₹3,04,000",JEE Main,22
Rajendra Mane College of Engineering & Technology,4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,08,000",-,
Sagar Institute of Science Technology and Research(SISTecR),4,MADHYA PRADESH,B.Tech / B.E.,Get Fee Details,-,
Vedica Institute of Technology,4.2,MADHYA PRADESH,B.Tech / B.E.,Get Fee Details,JEE Main,
Shree Ramchandra college of Engineering,4.5,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,Maharashtra CET,3
AWH Engineering College,4.5,KERALA,B.Tech / B.E.,"₹8,00,000",KEAM,
St Peters Engineering College,5,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,4
Parul University,3.1,GUJARAT,B.Tech / B.E.,"₹6,01,500",GUJCET,18
DMI College of Engineering,3.5,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,6
SJM Institute of Technology,4.2,KARNATAKA,B.Tech / B.E.,"₹3,86,000",KCET,
Vidya Vikas Institute of Engineering & Technology,4.4,KARNATAKA,B.Tech / B.E.,"₹3,86,000",KCET,7
JNTUA College of Engineering - Anantapura,3.4,ANDHRA PRADESH,B.Tech / B.E.,"₹1,00,000","AP EAMCET, JEE Main",8
Kshatriya College of Engineering,4,TELANGANA,B.Tech / B.E.,"₹2,20,000",AP EAMCET,
Mahaveer Institute of Science and Technology (MIST),4,TELANGANA,B.Tech / B.E.,"₹2,75,000","AP EAMCET, JEE Main",20
Nishitha College of Engineering & Technology,4.2,TELANGANA,B.Tech / B.E.,"₹2,05,000",AP EAMCET,
QIS College of Engineering & Technology,3.3,ANDHRA PRADESH,B.Tech / B.E.,"₹1,72,000",AP EAMCET,
Shadan College of Engineering & Technology,3.8,TELANGANA,B.Tech / B.E.,"₹2,00,000",AP EAMCET,
Sridevi Women's Engineering College (SWEC),2.7,TELANGANA,B.Tech / B.E.,"₹4,40,000",AP EAMCET,10
Sri Venkatesa Perumal College of Engineering & Technology,2,ANDHRA PRADESH,B.Tech / B.E.,"₹3,20,000",AP EAMCET,
College of Agricultural Engineering,4.5,ANDHRA PRADESH,B.Tech / B.E.,"₹1,93,000","AP EAMCET, JEE Main",30
ASR College of Engineering,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",AP EAMCET,
Swami Sarvanand Giri Panjab University Regional Centre,4.5,PUNJAB,B.Tech / B.E.,"₹4,30,000",JEE Main,11
HMR Institute of Technology and Management,3.6,DELHI NCR,B.Tech / B.E.,"₹3,42,500",GGSIPU CET,15
LD College of Engineering,4.5,GUJARAT,B.Tech / B.E.,"₹6,000",GUJCET,6
Government Engineering College,4.2,GUJARAT,B.Tech / B.E.,"₹6,000",GUJCET,8
Swami Devi Dyal Group of Professional Institutions,3.6,HARYANA,B.Tech / B.E.,"₹2,00,000",-,
Jaypee University of Information Technology (JUIT),3.8,HIMACHAL PRADESH,B.Tech / B.E.,"₹6,82,500",JEE Main,26
Chandigarh University - UP,4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
Swarnandhra College of Engineering & Technology,4.5,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",AP EAMCET,
Guru Premsukh Memorial College of Engineering,2.5,DELHI NCR,B.Tech / B.E.,Get Fee Details,-,
Model Institute of Engineering & Technology,3,JAMMU & KASHMIR,B.Tech / B.E.,"₹2,31,000",-,
"Providence College of Engineering - PCE ,Kerala - Other",4.2,KERALA,B.Tech / B.E.,"₹1,79,000",-,
"Sardar Patel Institute of Technology and Management,Khargone ,Madhya Pradesh - Other",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,00,000",-,
Idhaya Engineering College for Women,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Bonam Venkata Chalamayya Institute of Technology & Science,0,ANDHRA PRADESH,B.Tech / B.E.,"₹5,00,000",AP EAMCET,
Gian Jyoti Group of Institutions,4,PUNJAB,B.Tech / B.E.,"₹3,11,500",JEE Main,
KLN College of Information Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000","JEE Main, TNEA",
KBR Engineering College,4.2,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Kurinji College of Engineering & Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
"Quba College of Engineering and Technology (QCET) ,Nellore",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
Dr Bhim Rao Ambedkar Engineering College of Information Technology,3,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,UPSEE,
Mookambigai College of Engineering,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
PET Engineering College,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Bhilai Institute of Technology,3.4,CHATTISGARH,B.Tech / B.E.,Get Fee Details,JEE Main,
Pavender Bharathidasan College of Engineering & Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,10
"R.V. Parankar College of Engineering & Technology ,Wardha",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,88,000",-,
Mumtaz College of Engineering & Technology,4.2,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Government College of Engineering & Textile Technology,5,WEST BENGAL,B.Tech / B.E.,Get Fee Details,WBJEE,
Udaya School of Engineering,3,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,
Saranathan College of Engineering,4.5,TAMIL NADU,B.Tech / B.E.,"₹2,45,000",TNEA,
Progressive Engineering College,1,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
MS Bidve Engineering College,4,MAHARASHTRA,B.Tech / B.E.,"₹1,21,000",JEE Main,
Lala Lajpat Rai Institute of Engineering & Technology,4.2,PUNJAB,B.Tech / B.E.,"₹2,40,000",-,
College of Technology & Engineering,4.3,RAJASTHAN,B.Tech / B.E.,"₹2,40,000",RPET,
Angel College of Engineering and Technology,4,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,
